Legal name,full_address,Lat,Long
Michael and Inna O'Brian Family Foundation,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
H.E.L.P. HONDURAS SOCIETY,"1234 MCPHEE RD, CASTLEGAR, BC, V1N4L8, CA",49.286838,-117.619291
BENEFIC FOUNDATION,"1250 - 1500 GEORGIA ST W, VANCOUVER, BC, V6G2Z6, CA",49.2900772,-123.1306778
THE UNION PROTEIN PROJECT SOCIETY,"7565 SIXTH STREET, BURNABY, BC, V3N3M2, CA",49.2229318,-122.9328213
GRIZZLY BEAR FOUNDATION,"310 - 1529 6TH AVE W, VANCOUVER, BC, V6J1R1, CA",49.2664284,-123.1394404
KLASSEN FOUNDATION,"POST OFFICE BOX, 8000 - 544, ABBOTSFORD, BC, V2S6H1, CA",49.0390384,-122.2725525
AMAZING GRACE FOUNDATION,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
PAUL AND SUSAN ASH FOUNDATION,"303 - 15127 100 AVE, SURREY, BC, V3R0N9, CA",49.1853579,-122.8030907
VILLAGE MEDICAL PROJECT FOR SIERRA LEONE SOCIETY,"358 WESLEY STREET, NANAIMO, BC, V9R2T6, CA",49.1644517,-123.9401832
REACHOUT TO AFRICA,"595 BURRARD STREET, VANCOUVER, BC, V7X1A2, CA",49.2864446,-123.1203505
POSITIVE LIVING FRASER VALLEY SOCIETY,"BOX 2183, STN A, ABBOTSFORD, BC, V2T3X8, CA",49.038448,-122.3562199
EVENTIDE FOUNDATION,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
HERITAGE CHILLIWACK SOCIETY,"PO BOX 526 STN MAIN, CHILLIWACK, BC, V2P7V5, CA",49.171943,-121.9502233
ENGINEERS AND GEOSCIENTISTS BC BENEVOLENT FUND SOCIETY,"200-4010 REGENT STREET, BURNABY, BC, V5C6N2, CA",49.25836899999999,-123.0156185
INTERIOR BC BRAIN INJURY SERVICES SOUTH OKANAGAN DIVISION,"105 - 246 MARTIN ST, PENTICTON, BC, V2A5K3, CA",49.49942069999999,-119.5935973
TEAM & TEAM CANADA SOCIETY,"87 - 1145 INLET ST, COQUITLAM, BC, V3B6E8, CA",49.28155779999999,-122.7825225
PLACE OF REFUGE SOCIETY,"512 - 6362 FRASER ST, VANCOUVER, BC, V5W0A1, CA",49.2267979,-123.0905117
ISAIAH 61 FOUNDATION,"104 - 2020 RICHMOND RD, VICTORIA, BC, V8R6R5, CA",48.4305385,-123.3302318
EARL HAIG SOCIETY (COQUITLAM),"1800 AUSTIN AVE, COQUITLAM, BC, V3K3R3, CA",49.2488333,-122.8437988
JUBILEE MULTI GENERATIONAL HOUSING SOCIETY,"1656 75TH W AVE, VANCOUVER, BC, V6P6G2, CA",49.2057679,-123.1462398
PUEBLO PARTISANS SOCIETY,"327 MACHLEARY ST, NANAIMO, BC, V9R2G8, CA",49.162857,-123.948188
EARTH ECO ALLIANCE FOUNDATION,"1250-1500 WEST GEORGIA STREET, BOX 62, VANCOUVER, BC, V6G2Z6, CA",49.2900772,-123.1306778
ACT WEST COMMUNITY FOUNDATION,"210 - 13900 MAYCREST WAY, RICHMOND, BC, V6V3E2, CA",49.17934289999999,-123.0710295
KEIL FAMILY TRUST,"11460 PLOVER DR, RICHMOND, BC, V7E4J6, CA",49.1273363,-123.1619389
Kenyan Orphan Children Foundation,"2831 WEST 32ND AVE, VANCOUVER, BC, V6L2B5, CA",49.2435008,-123.1685328
HOUSTON SEARCH AND RESCUE,"PO BOX 457, HOUSTON, BC, V0J1Z0, CA",54.3979972,-126.6482087
FRIENDS OF THE ASHTON ARMOURY MUSEUM SOCIETY,"724 VANALMAN AVE, VICTORIA, BC, V8Z3B5, CA",48.4830649,-123.3936134
RAVEN'S MOON RESOURCE SOCIETY,"7707 PINTAIL ST, MISSION, BC, V2V6H3, CA",49.14207160000001,-122.321518
AALTO-LEE FOUNDATION,"P.O.BOX 49123 THREE BENTALL C., 2700 - 595 BURRARD STREET, VANCOUVER, BC, V7X1J2, CA",49.286069,-123.1194066
Charles & Eve Chang Foundation,"2150-1055 WEST HASTINGS STREET, VANCOUVER, BC, V6C0B2, CA",49.2877344,-123.1182285
THE JAMES A. AND DONNA-MAE MOORE FOUNDATION,"418 - 650 GEORGIA ST W, VANCOUVER, BC, V6B4N9, CA",49.2818976,-123.1179129
PEACE PREGNANCY SUPPORT SOCIETY,"961 CORNWALL CRES, DAWSON CREEK, BC, V1G1P1, CA",55.766225,-120.230476
AIR CADET FOUNDATION OF BRITISH COLUMBIA,"#2-7630 MONTREAL STREET, DELTA, BC, V4K0A7, CA",49.0804052,-123.0105887
INN FROM THE COLD - KELOWNA,"PO BOX 21130 RPO ORCHARD PARK, KELOWNA, BC, V1Y9N8, CA",49.88007959999999,-119.4402434
"BC SCHIZOPHRENIA SOCIETY, POWELL RIVER BRANCH","6983 RICHMOND ST, POWELL RIVER, BC, V8A1H7, CA",49.811108,-124.521312
HeroWork Program Society,"207A - 3375 WHITTIER AVE, VICTORIA, BC, V8Z3R1, CA",48.4512298,-123.3792439
BRITISH COLUMBIA EASTER SEAL SOCIETY,"3981 OAK STREET, VANCOUVER, BC, V6H4H5, CA",49.2501076,-123.1277813
CANADIAN FLOWERS FOR FOOD SOCIETY,"754 DOGWOOD ROAD, GIBSONS, BC, V0N1V8, CA",49.3956864,-123.5114359
UTTOXETER CEMETERY,"188 MCDERMID DR, PRINCE GEORGE, BC, V2M4V1, CA",53.9330763,-122.8009351
THE ARNOLD AND ANITA SILBER FAMILY FOUNDATION,"400-1245 WEST BROADWAY, VANCOUVER, BC, V6H1G7, CA",49.263822,-123.136471
MIDDLE EASTERN FRIENDSHIP CENTRE SOCIETY,"16615 61 AVE, SURREY, BC, V3S1W2, CA",49.1135887,-122.7616907
DAN'S LEGACY FOUNDATION,"5449 4 AVE, DELTA, BC, V4M1H2, CA",49.010349,-123.072848
BRITISH COLUMBIA NEW HOPE RECOVERY SOCIETY,"PO BOX 48384 STN BENTALL, VANCOUVER, BC, V7X1A2, CA",49.28619190000001,-123.1193915
SEA TO SKY FORESTRY CENTRE SOCIETY,"BOX 390 1555 PEMBERTON AVE, SQUAMISH, BC, V8B0A3, CA",49.702092,-123.146033
RICHERT FAMILY FOUNDATION,"505-4211 KINGSWAY, BURNABY, BC, V5H1Z6, CA",49.232462,-123.01049
CENTRE FOR THE RAHABILITATION OF THE PARALYZED (CRP) CANADA SOCIETY,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
HISTORIC JOY KOGAWA HOUSE SOCIETY,"8107 CARTIER ST, VANCOUVER, BC, V6P4T6, CA",49.2122444,-123.1379864
PEOPLE IN PAIN NETWORK SOCIETY,"121 - 303 ARDEN RD, COURTENAY, BC, V9N0A8, CA",49.68035,-125.02492
SHUSWAP LIFEBOAT SOCIETY,"PO BOX 661, SICAMOUS, BC, V0E2V0, CA",50.8378243,-118.9768156
SALT SPRING FIRE RESCUE SOCIETY,"105 LOWER GANGES RD, SALT SPRING ISLAND, BC, V8K2T1, CA",48.8529122,-123.4994943
SANCTUARY MENTAL HEALTH SOCIETY,"PO BOX 20147 RPO FAIRVIEW, VANCOUVER, BC, V5Z0C1, CA",49.24833599999999,-123.12095
CURE SMA CANADA SOCIETY,"103-7134 VEDDER RD, CHILLIWACK, BC, V2R4G4, CA",49.1323904,-121.9593463
BE THE LOVE GLOBAL SOCIETY,"5516 51ST STREET, PO BOX 3212, FORT NELSON, BC, V0C1R0, CA",58.8050174,-122.697236
LOVE IS THE ANSWER,"5436 CHESTNUT CRES, LADNER, BC, V4K1J4, CA",49.0845974,-123.0713798
CANADIAN ASSISTED TRAVEL SOCIETY,"106-7368 ROYAL OAK AVENUE, BURNABY, BC, V5J4J6, CA",49.216881,-122.988139
POTTERS WITHOUT BORDERS ASSOCIATION,"725 KNIGHT AVE, PO BOX 1006, ENDERBY, BC, V0E1V0, CA",50.55378899999999,-119.142618
PLENTIVILLE FOUNDATION,"1250 - 1500 WEST GEORGIA ST 62, VANCOUVER, BC, V6G2Z6, CA",49.2900772,-123.1306778
JUGAMOS SPORT AND DEVELOPMENT ASSOCIATION,"4191 GOLF DR, NORTH VANCOUVER, BC, V7G1A4, CA",49.3066752,-122.9555467
RED FOX HEALTHY LIVING SOCIETY,"500 - 610 MAIN ST, VANCOUVER, BC, V6A2V3, CA",49.2793074,-123.099343
S.G.L. CHARITABLE SOCIETY,"12107 56 AVE, SURREY, BC, V3X2W9, CA",49.1048199,-122.88742
DISTRICT 19A DIABETES FOUNDATION,"5319 ESPERANZA DRIVE, NORTH VANCOUVER, BC, V7R3W3, CA",49.3615589,-123.1010624
MID-ISLAND AIR SEARCH AND RESCUE SOCIETY,"5489 CLIPPER DRIVE, NANAIMO, BC, V9T5M7, CA",49.231306,-124.0245997
KIMBERLEY WELLNESS FOUNDATION,"260 4TH AVENUE, KIMBERLEY, BC, V1A2R6, CA",49.6892565,-115.9865734
THE BACKMAN FAMILY (IN HONOUR OF DR. CHARLOTTE WHITEHEAD ROS,"301 STEWARDSON WAY, NEW WESTMINSTER, BC, V3M2A5, CA",49.2031864,-122.9261784
LASTING M.A.G.I.C. (MEMORIES ARE GIFTS IN CHILDREN SOCIETY),"12433 BARNES DRIVE, RICHMOND, BC, V6V1H7, CA",49.1899775,-123.0855919
HARBOURFRONT GIVES FOUNDATION,"3100 - 1021 HASTINGS ST W, VANCOUVER, BC, V6E0C3, CA",49.2875782,-123.1170979
NORTH OKANAGAN VALLEY GLEANERS SOCIETY,"4405 29 ST, VERNON, BC, V1T5B7, CA",50.2767119,-119.2694057
OKANAGAN VILLAGE HOUSING SOCIETY,"100 - 3502 27 AVE, VERNON, BC, V1T7A1, CA",50.26115,-119.28045
Sentry Foundation,"1250-1500 GEORGIA ST W, PO BOX 62, VANCOUVER, BC, V6G2Z6, CA",49.2900772,-123.1306778
THE BRITISH COLUMBIA SOCIETY OF MODEL ENGINEERS,"120 WILLINGDON AVE N, BURNABY, BC, V5C6K1, CA",49.2883799,-122.99954
LIGHTHOUSE INTERNATIONAL MINISTRIES,"3166 7TH AVE E, VANCOUVER, BC, V5M1V7, CA",49.2636157,-123.0374521
DENMAN COMMUNITY LAND TRUST ASSOCIATION,"3771 EAST RD, DENMAN ISLAND, BC, V0R1T0, CA",49.509688,-124.7370941
ALONGSIDERS INTERNATIONAL FOUNDATION,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
G.A.V.E. FOUNDATION,"13028 19A AVE, SURREY, BC, V4A8A8, CA",49.03759650000001,-122.861713
SHARING ABUNDANCE ASSOCIATION,"3843 HOSKINS ROAD, NORTH VANCOUVER, BC, V7K2P1, CA",49.3444578,-123.0289899
CARIBOO LIBERTY PLACE SOCIETY,"3091 JASKELA ROAD, QUESNEL, BC, V2J7G2, CA",53.0086721,-122.6912319
HONOUR HOUSE SOCIETY,"509 ST. GEORGE STREET, NEW WESTMINSTER, BC, V3L1L1, CA",49.208742,-122.9130493
MARK STOBER FOUNDATION,"1700-1631 DICKSON AVE, KELOWNA, BC, V1Y0B5, CA",49.8802064,-119.4613654
CREATING COURAGE CHARITABLE FOUNDATION,"1700-1631 DICKSON AVE, KELOWNA, BC, V1Y0B5, CA",49.8802064,-119.4613654
GABY DAVIS FOUNDATION,"1973 BOW DR, COQUITLAM, BC, V3E1W1, CA",49.29195170000001,-122.76954
KLS FOUNDATION,"1631 DICKSON AVENUE, SUITE 1700, KELOWNA, BC, V1Y0B5, CA",49.8802064,-119.4613654
SPIRIT OF THE CHILDREN SOCIETY,"201-768 COLUMBIA STREET, NEW WESTMINSTER, BC, V3M1B4, CA",49.2013912,-122.9108257
H.E.L.P. FOR YOUTH CANADA SOCIETY,"THREE BENTALL CENTRE BOX 49131, 595 BURRARD STREET SUITE 1703, VANCOUVER, BC, V7X1J1, CA",49.286069,-123.1194066
RON DUNKLEY MEMORIAL SOCIETY,"20532-42A AVENUE, LANGLEY, BC, V3A3B7, CA",49.0791986,-122.6545777
TIKVA HOUSING SOCIETY,"200-950 WEST 41ST AVENUE, VANCOUVER, BC, V5Z2N7, CA",49.23339960000001,-123.126628
LANGLEY ROTARY CLUBS CHARITABLE FOUNDATION,"PO BOX 26007 RPO LANGLEY, LANGLEY, BC, V3A8J2, CA",49.087531,-122.6458049
GREATER VICTORIA COALITION TO END HOMELESSNESS SOCIETY,"211 - 611 DISCOVERY ST, VICTORIA, BC, V8T5G4, CA",48.4314944,-123.365913
KRYSKO FAMILY FOUNDATION,"1 - 911 BORDEN AVENUE, KELOWNA, BC, V1Y6A5, CA",49.8809599,-119.4823798
RICHMOND STROKE RECOVERY CENTRE,"8880 WILLIAMS RD, RICHMOND, BC, V7A1G6, CA",49.14073,-123.1277582
ABBOTSFORD POLICE FOUNDATION,"2838 JUSTICE WAY, ABBOTSFORD, BC, V2T3P5, CA",49.05379,-122.3302485
PENA FAMILY FOUNDATION,"6062 NEWTON WYND, VANCOUVER, BC, V6T1H9, CA",49.2727449,-123.2531061
MORGELLONS SOCIETY OF CANADA,"2698 BEAVERBROOK ROAD, FRUITVALE, BC, V0G1L1, CA",49.1404978,-117.5149001
LILLOOET COMMUNITY CHRISTMAS HAMPER SOCIETY,"CORINNE MCDONALD, PO BOX 202 - 831 ORCHARD DRIVE, LILLOOET, BC, V0K1V0, CA",50.6891104,-121.9329077
JUST IMAGINE FOUNDATION,"201 - 215 14TH ST, WEST VANCOUVER, BC, V7T2P9, CA",49.327636,-123.154698
INASMUCH COMMUNITY SOCIETY,"2265 WARE ST, ABBOTSFORD, BC, V2S3C6, CA",49.0429948,-122.3048149
NESIKA CULTURAL AND HERITAGE SOCIETY,"5TH FL-342 WATER ST, VANCOUVER, BC, V6B1B6, CA",49.2843657,-123.1098597
Lumby Teens Christmas Bureau,"PO BOX 834, LUMBY, BC, V0E2G0, CA",50.250699,-118.967831
SPECTRUM MOTHERS SUPPORT SOCIETY,"1314 29TH E ST, NORTH VANCOUVER, BC, V7J1T1, CA",49.3355341,-123.0372546
TRUST UNDER THE WILL OF KENNETH HNIDAN,"PO BOX 10085 PACIFIC CTR, VANCOUVER, BC, V7Y1B6, CA",49.283398,-123.1175396
POO-REUN-NA-MOO CHARITY FOUNDATION,"19 - 15550 89 AVE, SURREY, BC, V3R1N1, CA",49.1642374,-122.7920084
ISLAND BREASTSTROKERS,"6250 SPRINGLEA RD, VICTORIA, BC, V8Z5Z4, CA",48.5516748,-123.3973435
HENRY SCHROEDER FOUNDATION,"32575 SIMON AVE, ABBOTSFORD, BC, V2T4W6, CA",49.0535889,-122.3217904
Fernie Child Care Society,"P.O. BOX 1884, FERNIE, BC, V0B1M0, CA",49.50404520000001,-115.063065
THE QUERCUS FOUNDATION,"215 MEADOW DRIVE, SALT SPRING ISLAND, BC, V8K1T9, CA",48.7442359,-123.449689
CASCARA CHARITABLE FOUNDATION,"1700 - 900 GEORGIA ST W, VANCOUVER, BC, V6C2W6, CA",49.2837584,-123.1208625
TUMAINI FUND CANADA,"2341 BALSAM CRESCENT, NANOOSE BAY, BC, V9P9G2, CA",49.2763389,-124.1692474
QUESNEL FOUNDATION,"3914 QUESNEL DR, VANCOUVER, BC, V6L2X2, CA",49.25185279999999,-123.1736033
Connexus Community Resources Society,"PO BOX 1249, VANDERHOOF, BC, V0J3A0, CA",53.8029091,-123.5559323
THE CMOLIK FOUNDATION,"210-2121 152ND STREET, SURRREY, BC, V4A4P1, CA",49.0407295,-122.8015225
YOUNG FOUNDATION,"1250-1500 WEST GEORGIA STREET, BOX 62, VANCOUVER, BC, V6G2Z6, CA",49.2900772,-123.1306778
RIDGELINE FOUNDATION,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
NORTHERN BRAIN INJURY ASSOCIATION,"1070 4TH AVE, PRINCE GEORGE, BC, V2L3J1, CA",53.9150873,-122.742272
THE BAVUBUKA FOUNDATION SOCIETY,"7635 CARTIER ST, VANCOUVER, BC, V6P4T2, CA",49.2161442,-123.1380238
NEW DAY IN THE PEACE MINISTRIES,"RURAL ROUTE 1, SITE 5, COMP 22, STATION MAIN, FORT ST JOHN, BC, V1J4M6, CA",56.24720079999999,-120.8506034
DESERT VALLEY HOSPICE SOCIETY,"P.O. BOX 1261, OLIVER, BC, V0H1T0, CA",49.1823264,-119.550428
PORT MOODY FIRE FIGHTERS' CHARITABLE SOCIETY,"150 NEWPORT DR, PORT MOODY, BC, V3H5C3, CA",49.28209340000001,-122.8283097
ASH FAMILY CHARITABLE FOUNDATION,"303 - 15127 100 AVE, SURREY, BC, V3R0N9, CA",49.1853579,-122.8030907
SOOKE REGION WOMEN'S CANCER SUPPORT SOCIETY,"10924 WEST COAST RD, SHIRLEY, BC, V9Z1G9, CA",48.4038475,-123.9889552
ABBOTSFORD CHRISTIAN SCHOOL FOUNDATION,"35011 OLD CLAYBURN ROAD, ABBOTSFORD, BC, V2S7L7, CA",49.0625763,-122.2529681
LIVING WATERS HOUSING SOCIETY,"180 LAKESHORE DR NW, PO BOX 308, SALMON ARM, BC, V1E4N5, CA",50.7009088,-119.2872363
SOUTH FOUNDATION,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
KALEDEN COMMUNITY ASSOCIATION,"PO BOX 136, 320 LAKEHILL ROAD, KALEDEN, BC, V0H1K0, CA",49.39027720000001,-119.5957606
Mohammad H. Mohseni Charitable Foundation,"4857 BELMONT AVENUE, VANCOUVER, BC, V6T1A8, CA",49.276104,-123.2227627
UCLUELET AQUARIUM SOCIETY,"1 - 4752 UPLANDS DR, NANAIMO, BC, V9T5V1, CA",49.2225718,-124.0309762
MAYNE ISLAND AGRICULTURAL SOCIETY AND FALL FAIR,"1800-510 GEORGIA STREET WEST, VANCOUVER, BC, V6B0M3, CA",49.2809904,-123.1169992
Help Canada Association,"PO BOX 3534 STN MAIN, MISSION, BC, V2V4L1, CA",49.1345575,-122.3049779
LIFERING SECULAR RECOVERY SOCIETY CANADA,"246 HAMILTON AVE, PARKSVILLE, BC, V9P2V5, CA",49.3076904,-124.3044115
The Herbert S. and Jean W. Lamb Charitable Foundation,"TD PRIVATE CLIENT SERVICES, PO BOX 10085, VANCOUVER, BC, V7Y1B6, CA",49.2830972,-123.1175032
KEN AND OLI JOHNSTONE FOUNDATION,"4336 CAPILANO ROAD, NORTH VANCOUVER, BC, V7R4J7, CA",49.3496777,-123.1082872
TZU CHI MEDICAL CENTRE OF TRADITIONAL CHINESE MEDICINE CANADA FOUNDATION,"8850 OSLER ST, VANCOUVER, BC, V6P4G2, CA",49.20505,-123.1314912
PRIORITY FOUNDATION,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
PEMBERTON VALLEY SENIORS SOCIETY,"PO BOX 104, PEMBERTON, BC, V0N2L0, CA",50.322028,-122.8050498
CRANBROOK KIMBERLEY HOSPICE SOCIETY,"C - 127 KOOTENAY ST N, CRANBROOK, BC, V1C3T5, CA",49.513865,-115.765133
NORTHERN SECWEPEMC CULTURAL SOCIETY,"4735 CHILCOTIN CRES, PO BOX 553, 108 MILE RANCH, BC, V0K2Z0, CA",51.7469518,-121.3618478
WHISPERS OF HOPE BENEVOLENCE ASSOCIATION,"BOX 1561, 7212 RIVERSIDE DRIVE, GRAND FORKS, BC, V0H1H0, CA",49.0322843,-118.4350403
TARRYS AND DISTRICT COMMUNITY HALL SOCIETY,"PO BOX 3000, CASTLEGAR, BC, V1N3L8, CA",49.325596,-117.6632938
AUNT LEAH'S FOUNDATION,"330 - 1101 SEYMOUR ST, VANCOUVER, BC, V6B0R1, CA",49.285162,-123.1119254
MORE THAN A ROOF FOUNDATION,"100-1515 CHARLES ST, VANCOUVER, BC, V5L2T2, CA",49.2733916,-123.0731843
Blue Sky Properties Charitable Foundation,"1201-838 HASTINGS ST W, VANCOUVER, BC, V6C0A6, CA",49.2861896,-123.1155383
PROTON FOUNDATION,"BOX 4763, 2900 VANGAALEN ROAD, SMITHERS, BC, V0J2N0, CA",54.7570243,-127.093231
CANADIAN DEAFBLIND ASSOCIATION - BC CHAPTER (CDBA-BC),"227 6TH STREET, NEW WESTMINSTER, BC, V3L3A5, CA",49.2082328,-122.9138866
JACOB FOUNDATION,"1250-1500 WEST GEORGIA STREET, BOX 62, VANCOUVER, BC, V6G2Z6, CA",49.2900772,-123.1306778
AURORA FOUNDATION,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
PORT ALBERNI ACL FOUNDATION,"3008 2ND AVE, PORT ALBERNI, BC, V9Y1Y9, CA",49.23357360000001,-124.8093259
CHILLIWACK HOSPITAL FOUNDATION,"46115 YALE RD, CHILLIWACK, BC, V2P2P2, CA",49.1713722,-121.9523338
GLOBAL VIEW FOUNDATION,"1250 - 1500 WEST GEORGIA ST., BOX 62, VANCOUVER, BC, V6G2Z6, CA",49.2900772,-123.1306778
ABILITAS FOUNDATION,"4114 SUMAS WAY PO BOX 4114, ABBOTSFORD, BC, V2S8R1, CA",49.04440719999999,-122.271134
CHIMP: Charitable Impact Foundation (Canada),"1250 - 1500 GEORGIA ST W, VANCOUVER, BC, V6G2Z6, CA",49.2900772,-123.1306778
Islamic Humanitarian Service Foundation,"1500 WEST GEORGIA STREET, SUITE 1250   BOX 62, VANCOUVER, BC, V6G2Z6, CA",49.2900772,-123.1306778
SENIOR CHINESE SOCIETY OF VANCOUVER,"43 A E PENDER STREET, VANCOUVER, BC, V6A1S9, CA",49.2858767,-123.1167346
THE NANAIMO UNIQUE KIDS ORGANIZATION,"60 NEEDHAM ST, NANAIMO, BC, V9R1K4, CA",49.1535322,-123.9343905
THRIVE MALAWI,"686 DOUGALL RD, GIBSONS, BC, V0N1V8, CA",49.3974653,-123.5074609
WHITE ROCK COMMUNITY CHURCH FOUNDATION,"15280 PACIFIC AVE, WHITE ROCK, BC, V4B1P9, CA",49.0229064,-122.7989439
ZAWADI FOUNDATION,"1250-1500 WEST GEORGIA STREET, BOX  62, VANCOUVER, BC, V6G2Z6, CA",49.2900772,-123.1306778
DEVRIES FAMILY FOUNDATION,"206 - 1353 ELLIS ST, KELOWNA, BC, V1Y1Z9, CA",49.8899939,-119.4930727
TIGRA CHARITABLE FOUNDATION,"16303 59 AVE, SURREY, BC, V3S7A5, CA",49.1100267,-122.7707936
JAS KHANGURA VISION INTERNATIONAL SOCIETY,"7544 EDMONDS STREET, BURNABY, BC, V3N1B4, CA",49.2223583,-122.9438485
Hands Up For Africa Society,"1268 DYCK RD, NORTH VANCOUVER, BC, V7K3C4, CA",49.34740490000001,-123.0389086
SOCIETY OF SEMIAHMOO ANIMAL LEAGUE,"1144 184 ST, SURREY, BC, V3Z9R9, CA",49.02255,-122.71279
SOARING EAGLES FOUNDATION,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
BETTER LIFE INTEGRATION & SUPPORT SOCIETY,"PO BOX 423 STN A, ABBOTSFORD, BC, V2T6Z7, CA",49.038448,-122.3562199
SEA TO SKY HOSPICE SOCIETY,"38140 BEHRNER DR., SQUAMISH, BC, V8B0J3, CA",49.6977795,-123.1412082
JUSTWORK ECONOMIC INITIATIVE,"1803 EAST 1ST AVENUE, VANCOUVER, BC, V5N1B2, CA",49.2697286,-123.0674498
BOULDER FOUNDATION,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
THE SAMUEL JESS JOHNSON FOUNDATION,"4009 WELLINGTON DR, VERNON, BC, V1T9H7, CA",50.2727732,-119.2452715
QUESNEL SHELTER & SUPPORT SOCIETY,"146 CARSON AVENUE, QUESNEL, BC, V2J2A8, CA",52.9755003,-122.4970448
VANCOUVER POLICE COMMUNITY FUND (VPCF),"2120 CAMBIE STREET, VANCOUVER, BC, V5Z4N6, CA",49.2663441,-123.11416
ACCESO,"595 BURRARD STREET, SUITE 3123  THREE BENTALL CENT, VANCOUVER, BC, V7X1J1, CA",49.2862071,-123.1199324
DAWN TO DAWN - ACTION ON HOMELESSNESS SOCIETY,"821 SHAMROCK PLACE, UNIT 6C, COMOX, BC, V9M4G4, CA",49.6888298,-124.9372414
ROTARY CLUB OF STEVESTON-RICHMOND CHARITABLE SOCIETY,"12111 - 3RD AVENUE, RICHMOND, BC, V7E3K1, CA",49.12551089999999,-123.1860121
GABRIOLA LAND AND TRAILS TRUST,"380 HILL RD, GABRIOLA, BC, V0R1X2, CA",49.1650408,-123.856264
ACACIA SPRING SOCIETY,"605 57TH AVE W, VANCOUVER, BC, V6P1R8, CA",49.2194314,-123.1192558
RESTORATIVE JUSTICE SOCIETY - NORTH OKANAGAN,"974 MT BULMAN DR, VERNON, BC, V1B2Z1, CA",50.2433868,-119.2594025
National Abortion Federation Canada Fédération Nationale de l'Avortement Canada,"210 - 2525 COMMERCIAL DR, VANCOUVER, BC, V5N4C1, CA",49.2620111,-123.0701562
Audain Art Museum,"4350 BLACKCOMB WAY, WHISTLER, BC, V8E1N3, CA",50.1178788,-122.9530516
MUSIC HEALS CHARITABLE FOUNDATION,"400-1788 5TH AVE W, VANCOUVER, BC, V6J1P2, CA",49.2669208,-123.1451891
COHEN FAMILY FOUNDATION,"74 WEST CORDOVA STREET, VANCOUVER, BC, V6B1C9, CA",49.2827891,-123.1066876
WHOLE WAY HOUSE SOCIETY,"310 ALEXANDER ST, VANCOUVER, BC, V6A1C3, CA",49.2839565,-123.0972923
IRMA J. BRYDSON FOUNDATION,"747 FORT ST., SUITE 1100, VICTORIA, BC, V8W3E9, CA",48.42406,-123.36398
WESTERKIRK FOUNDATION,"747 FORT ST, SUITE 1100, VICTORIA, BC, V8W3E9, CA",48.42406,-123.36398
JAMES FAMILY FOUNDATION,"1800 - 510 GEORGIA ST W, VANCOUVER, BC, V6B0M3, CA",49.2809904,-123.1169992
HOWE SOUND MARINE RESCUE SOCIETY,"PO BOX 1430, SQUAMISH, BC, V8B0A9, CA",49.6989762,-123.152538
THE WHITE ROCK PENINSULA PHS CHARITABLE SOCIETY,"16741 84A AVE, SURREY, BC, V4N4W2, CA",49.1565884,-122.7583718
PACIFIC TRAINING CENTRE FOR THE BLIND SOCIETY,"817A FORT ST, VICTORIA, BC, V8W1H6, CA",48.4241021,-123.3617192
Le Roi Community Foundation,"PO BOX 3, TRAIL, BC, V1R4L3, CA",49.0948053,-117.7091353
MEALS ON WHEELS SOCIETY OF WILLIAMS LAKE,"BOX 4157, WILLIAMS LAKE, BC, V2G2V3, CA",52.128017,-122.1436779
ECO MAMA'S GLOBAL COMMUNITY GARDENS,"300B-604 WEST BROADWAY, VANCOUVER, BC, V5Z1G1, CA",49.2631249,-123.117964
PORT COQUITLAM COMMUNITY FOUNDATION,"2580 SHAUGHNESSY STREET, PORT COQUITLAM, BC, V3C2A8, CA",49.2621415,-122.780563
AVALANCHE CANADA,"PO BOX 560, REVELSTOKE, BC, V0E2S0, CA",50.998115,-118.195672
DENMAN HOUSING ASSOCIATION,"3720 EAST RD, DENMAN ISLAND, BC, V0R1T0, CA",49.5100803,-124.7369737
COMMUNITY EVOLUTION,"503 - 535 THURLOW ST, VANCOUVER, BC, V6E3L2, CA",49.2874434,-123.1210023
ANHART COMMUNITY HOUSING SOCIETY,"PO BOX 5003 STN TERMINAL, VANCOUVER, BC, V6B4A9, CA",49.2715706,-123.0921268
URBAN RURAL MISSION GLOBAL PARTNERS FOUNDATION,"203 - 815 HORNBY ST, VANCOUVER, BC, V6Z2E6, CA",49.2824313,-123.1225062
