NAME1,full_address,Lat,Long
North Okanagan Friendship Centre Society,"2904 29 Avenue, Vernon, V1T1Y7",50.2627652,-119.2699889
Boys & Girls Club - Okanagan,"1434 Graham Street, Kelowna, V1Y9H2",49.8883658,-119.4802047
Salvation Army Kelowna Community Church,"1480 Sutherland Ave., Kelowna, V1Y5Y5",49.8807087,-119.4665127
Canadian Mental Health Assoc - S.Cariboo,"PO Box 876, 555B South Cedar Avenue, 100 Mile House, V0K2E0",51.639301,-121.2929218
Sea to Sky Community Services Society,"38024 Fourth Ave, Squamish, V8B0A7",49.6997653,-123.15654
Lillooet Friendship Centre Society,"357 Main Street, Lillooet, V0K1V0",50.6985476,-121.9274853
School District #22 - Vernon,"1401 15th St, Vernon, V1T8S8",50.2527088,-119.2498314
Central Okanagan Community Food Bank,"2310 Enterprise Way, Kelowna, V1X4H7",49.8836928,-119.4343915
Cariboo Family Enrichment Society,"#1-486 Birch Avenue, 100 Mile House, V0K2E0",51.64038799999999,-121.296426
School District #73 - Kamloops -Thompson,"1383 Ninth Ave, Kamloops, V2C3X7",50.665392,-120.318735
Okanagan College Foundation,"1000 Klo Rd, Kelowna, V1Y4X8",49.86162849999999,-119.4792715
The Equality Project Society,"1260 Stage Road, Cache Creek, V0K1H0",50.8118981,-121.3217798
Salvation Army - BC South Divisional HQ,"103 - 3833 Henning Dr, Burnaby, V5C6N5",49.2654177,-123.0202146
Gordon Neighbourhood House,"1019 Broughton St, Vancouver, V6G2A7",49.2857087,-123.1336526
UWBC Sardis Hi Neighbour,"P207 - 33355 Bevan Avenue, Abbotsford, V2S0E7",49.0435524,-122.3005743
Elizabeth Fry Society - South Cariboo -,"PO Box 603, Ashcroft, V0K1A0",50.66665769999999,-121.2397813
The Ashcroft Hub Society,"PO Box 599, Ashcroft, V0K1A0",50.66665769999999,-121.2397813
Kitselas First Nation,"2225 Gitaus Road, Terrace, V8G0A9",54.6082861,-128.4106355
Learning Disabilities Society of Greater,"3292 E Broadway, Vancouver, V5M1Z8",49.261581,-123.0342309
Cowichan Green Community Foundation,"360 Duncan St, Duncan, V9L3W4",48.777917,-123.7060272
Seabird Island Band,"PO Box 650, Agassiz, V0M1A0",49.250317,-121.7216431
Bella Coola Valley,"PO Box 326, Bella Coola, V0T1C0",52.3721277,-126.7539346
Hope Community Services,"PO Box 74, Hope, V0X1L0",49.379491,-121.4416917
Wilp Gwininitxw,"Box 4, New Hazelton, V0J2J0",55.247553,-127.591578
Canadian Mental Health Association,"3178 2nd, Port Alberni, V9Y4C3",49.2354536,-124.809418
South Vancouver Neighbourhood House,"6470 Victoria Dr, Vancouver, V5P3X7",49.225528,-123.0653392
The Afghan Canadian Association of BC,"202-6990 Watham Ave, Burnaby, V5J4V5",49.219941,-122.975734
st?l??w? Arts & Cultural Society,"PO Box 975, Fort Langley, V1M2S3",49.165906,-122.5705149
Intential Acts of Kindness Foundation,"203-815 Hornby Street, Vancouyver, V6Z2E6",49.2824313,-123.1225062
Interior Health Authority,"Attn: Accounts Payable, Kelowna, V1X7X9",49.920067,-119.3830146
Scout Properties (BC/Yukon),"1620 Scout Rd, Fruitvale, V0G1L1",49.1034664,-117.5567138
West Kootenay Brain Injury Association,"709  10 St, 2nd floor, Castlegar, V1N2H7",49.3149599,-117.662158
"Take A Hike, Youth At Risk Foundation","728 - 736 Granville St, Vancouver, V6Z1G3",49.2818785,-123.1185663
Special Olympics BC,"210 - 3701 Hastings St, Burnaby, V5C2H6",49.28146650000001,-123.0228516
Communities in Faith Pastoral Charge,"1300 Pine Ave, Trail, V1R4E6",49.0950104,-117.7102353
West Kootenay/Boundary AIDS,"101 Baker St, Nelson, V1L4H1",49.490147,-117.2995211
Interior Health Authority,"Attn: Accounts Payable, Kelowna, V1X7X9",49.920067,-119.3830146
Interior Health Authority,"Attn: Accounts Payable, Kelowna, V1X7X9",49.920067,-119.3830146
Spark Society for Youth,"250 Howard Street, Kimberley, V1A2G7",49.6864297,-115.9825775
Community Connections Society,"209A - 16th Avenue North, Cranbrook, V1C5S8",49.5144981,-115.7603158
Community Connections Society,"209A - 16th Avenue North, Cranbrook, V1C5S8",49.5144981,-115.7603158
Cranbrook Boys' and Girls' Club,"1404 - 2nd Street North, Cranbrook, V1C3L2",49.514435,-115.761608
Northern B.C. Friends of Children,"16 - 12th Ave North, Cranbrook, V1C3V7",49.5129843,-115.7643699
Penticton Recovery Resource Society,"1296 Main St, Penticton, V2A5G2",49.4852865,-119.5854441
Canadian Mental Health Association -,"3100 - 28th Avenue, Vernon, V1T1W3",50.2621081,-119.2726222
MakeWay Charitable Society,"400 - 163 W Hastings St, Vancouver, V6B1H5",49.2824733,-123.1091877
The Clubhouse Child Care Centre,"839 Sutherland Ave., Kelowna, V1Y5X4",49.8795426,-119.4842172
Kelowna Gospel Mission,"PO Box 22087 Capri PO, Kelowna, V1Y9N9",49.890457,-119.4692229
Connect Counselling & Therapy Society,"347 Leon Ave #204, Kelowna, V1Y8C7",49.8843119,-119.4961819
South Okanagan Immigrant & Community,"508 Main Street, Penticton, V2A5C7",49.4955435,-119.5904307
"Bridge Youth & Family Services Society,","8 - 2604 Enterprise Way, Kelowna, V1X7Y5",49.8908962,-119.4248893
MakeWay Charitable Society,"400 - 163 W Hastings St, Vancouver, V6B1H5",49.2824733,-123.1091877
Beaver Vallley Youth Action Network,"PO BOX 370, Fruitvale, V0G1L0",49.1137024,-117.5487834
Trail Associaiton for Community Living,"1565 Bay Ave, Trail, V1R4B2",49.0945198,-117.7057976
Braintrust Canada Association,"11 - 368 Industrial Ave, Kelowna, V1Y7E8",49.896378,-119.4949818
Cdn Mental Health Association - Kelowna,"504 Sutherland Avenue, Kelowna, V1Y5X1",49.8797054,-119.4932949
Cdn Mental Health Association - S,"825 Westminster Avenue West, Penticton, V2A1L1",49.497801,-119.6062907
Elizabeth Fry Society of Central,"280 - 1855 Kirschner Rd, Kelowna, V1Y4N7",49.879496,-119.4575588
Central Okanagan Emergency Shelter,"Box 20193 RPO Towne Centre, Kelowna, V1Y9H2",49.890457,-119.4692229
Central Okanagan Community Food Bank,"2310 Enterprise Way, Kelowna, V1X4H7",49.8836928,-119.4343915
Central Okanagan Region Nutrition,"400 Eastbourne Rd, Kelowna, V1X6C5",49.8849605,-119.3769622
Childhood Connections - Okanagan Family,"#4 - 1890 Ambrosi Road, Kelowna, V1Y4R9",49.8796619,-119.4501434
Community Connections Revelstoke Society,"416 Second Street West, Revelstoke, V0E2S0",51.0004358,-118.1995692
Community Dental Access Centre,"3107C - 31st Avenue, Vernon, V1T2G9",50.2647208,-119.2730368
Community Recreational Initiatives,"PO Box 25141 Mission Park RPO, Kelowna, V1W3Y7",49.809447,-119.3282969
Kelowna Family Service Centre Society,"200 - 595 Klo  Road, Kelowna, V1Y8E7",49.8615803,-119.4899601
South Okanagan Integrated Community,"6237 Main St., Oliver, V0H1T0",49.1833705,-119.5499256
Dragonfly Pond Family Society,"PO Box 24077, Penticton, V2A8L9",49.490154,-119.4583609
Elevation Outdoor Experimental,"P.O. Box 20071, Kelowna, V1Y9H2",49.890457,-119.4692229
Resurrection Recovery Resource Society,"1279 Centennial Cres, Kelowna, V1Y6K3",49.8832394,-119.4715749
John Howard Society of S Okanagan /,"2 - 1441 St Paul St, Kelowna, V1Y2E4",49.8878429,-119.4915106
John Howard Society of S Okanagan /,"2 - 1441 St Paul St, Kelowna, V1Y2E4",49.8878429,-119.4915106
Hope for the Nations,"222 - 1889 Springfield Rd, Kelowna, V1Y5V5",49.8765987,-119.4553319
Karis Support Society,"550 Rowcliffe Ave, Kelowna, V1Y5Y9",49.88138,-119.49137
Kelowna & District S H A R E Society,"PO Box 1509 Station A, Kelowna, V1Y7V8",49.8879519,-119.4960106
Kelowna Gospel Mission,"PO Box 22087 Capri PO, Kelowna, V1Y9N9",49.890457,-119.4692229
Launch Community Develoment Foundation,"PO Box 29010 RPO, Kelowna, V1W4A7",49.809447,-119.3282969
Literacy Society of the North,"4705A 29th Street, Vernon, V1T5C1",50.28108,-119.269526
Lower Similkameen Community Services,"720 3rd St., Keremeos, V0X1N3",49.20502020000001,-119.8328889
New Opportunities for Women (NOW),"2970 Tutt St, Kelowna, V1Y8Z5",49.8639896,-119.4899996
Boys & Girls Club - Okanagan,"1434 Graham Street, Kelowna, V1Y9H2",49.8883658,-119.4802047
OneSky Community Resources Society,"330 Ellis St, Penticton, V2A4L7",49.49844239999999,-119.5902578
O.S.N.S. Child Development Centre,"103 - 550 Carmi Avenue, Penticton, V2A3G6",49.4820747,-119.5795288
The Society of St. Vincent De Paul,"1296 Main Street, Penticton, V2A5G2",49.4852865,-119.5854441
The Corporation of the Village of,"555 Schofield Hwy, Trail, V1R2G7",49.0953879,-117.7458304
Yellowhead Community Services,"612 Park Drive, Clearwater, V0E1N1",51.6472122,-120.018932
